TIMESTAMP,FORECAST
20180303 23:00,0.637098626982265
20180304 00:00,0.623569913754096
20180304 01:00,0.712595847563704
20180304 02:00,0.695415545978477
20180304 03:00,0.710984390429615
20180304 04:00,0.667119641755419
20180304 05:00,0.567784691905615
20180304 06:00,0.561340163869715
20180304 07:00,0.643581802710826
20180304 08:00,0.671576783953895
20180304 09:00,0.696857936401499
20180304 10:00,0.643859178054839
20180304 11:00,0.634593882871484
20180304 12:00,0.607605770459713
20180304 13:00,0.590346709492422
20180304 14:00,0.577411707015556
20180304 15:00,0.497701768925168
20180304 16:00,0.472617474316081
20180304 17:00,0.506114930471966
20180304 18:00,0.537526447720466
20180304 19:00,0.631875698934038
20180304 20:00,0.529717580001744
20180304 21:00,0.517172606369172
20180304 22:00,0.523705852552382
20180304 23:00,0.520937712334301
20180305 00:00,0.555362559992659
20180305 01:00,0.690887334634567
20180305 02:00,0.66523656517532
20180305 03:00,0.714782190423079
20180305 04:00,0.703580965820265
20180305 05:00,0.728579154804435
20180305 06:00,0.745245033946133
20180305 07:00,0.768725800748796
20180305 08:00,0.793587070625534
20180305 09:00,0.849497841374869
20180305 10:00,0.897387967777682
20180305 11:00,0.769291395392031
20180305 12:00,0.756016593536969
20180305 13:00,0.749306824144838
20180305 14:00,0.78283232048372
20180305 15:00,0.781842484819833
20180305 16:00,0.782844303576808
20180305 17:00,0.712789607761152
20180305 18:00,0.626487038314451
20180305 19:00,0.563866132031051
20180305 20:00,0.436613663753149
20180305 21:00,0.339405148193435
20180305 22:00,0.203452266079523
20180305 23:00,0.129581174534017
20180306 00:00,0.0844144649452118
20180306 01:00,0.0569088212313957
20180306 02:00,0.0579741341490094
20180306 03:00,0.0258816271555204
20180306 04:00,0.0266260652667611
20180306 05:00,0.0233880599746854
20180306 06:00,0.056139221136533
20180306 07:00,0.139767292270875
20180306 08:00,0.132556428290854
20180306 09:00,0.122208049011675
20180306 10:00,0.109780303796412
20180306 11:00,0.128246497938619
20180306 12:00,0.112452825898628
20180306 13:00,0.149789013814569
20180306 14:00,0.224116678595976
20180306 15:00,0.312882889753325
20180306 16:00,0.367083868793372
20180306 17:00,0.332295684015775
20180306 18:00,0.295056829237637
20180306 19:00,0.328177338404145
20180306 20:00,0.360913287297165
20180306 21:00,0.314353366625766
20180306 22:00,0.275916942513077
20180306 23:00,0.267491838962598
20180307 00:00,0.256017639335823
20180307 01:00,0.254444929591642
20180307 02:00,0.233345379911725
20180307 03:00,0.229348189925417
20180307 04:00,0.167728858231754
20180307 05:00,0.177201711597064
20180307 06:00,0.182021390725338
20180307 07:00,0.190644426093854
20180307 08:00,0.155098705058577
20180307 09:00,0.0904602051632252
20180307 10:00,0.0854698236291255
20180307 11:00,0.0534399499416764
20180307 12:00,0.0401961372747692
20180307 13:00,0.0311567950450495
20180307 14:00,0.0387530260308324
20180307 15:00,0.0428729970962322
20180307 16:00,0.0622116491279811
20180307 17:00,0.0618870143244407
20180307 18:00,0.0505726135270307
20180307 19:00,0.0289610090438046
20180307 20:00,0.0215263681224016
20180307 21:00,0.0498261204640897
20180307 22:00,0.0453061073243929
20180307 23:00,0.0408906112871889
20180308 00:00,0.059132294867318
20180308 01:00,0.147527713676822
20180308 02:00,0.19566272791323
20180308 03:00,0.203147855539327
20180308 04:00,0.207055003541825
20180308 05:00,0.221337024210725
20180308 06:00,0.235033042932599
20180308 07:00,0.243879468097219
20180308 08:00,0.312556291935948
20180308 09:00,0.326992673780978
20180308 10:00,0.335990225908233
20180308 11:00,0.100433532702844
20180308 12:00,0.0768189843617932
20180308 13:00,0.236078977866469
20180308 14:00,0.138838109266401
20180308 15:00,0.230882156480163
20180308 16:00,0.186983430809192
20180308 17:00,0.263441127377348
20180308 18:00,0.375622375651829
20180308 19:00,0.309153885431328
20180308 20:00,0.185379528260256
20180308 21:00,0.168405056444328
20180308 22:00,0.17255191323197
20180308 23:00,0.125496404125058
20180309 00:00,0.0865632427838249
20180309 01:00,0.0129934006367378
20180309 02:00,0.0589188900985306
20180309 03:00,0.0530873669502263
20180309 04:00,0.0653187112635835
20180309 05:00,0
20180309 06:00,0
20180309 07:00,0
20180309 08:00,0
20180309 09:00,0.0415978124654317
20180309 10:00,0.0668147144095927
20180309 11:00,0.0174227630444292
20180309 12:00,0.0360802732673519
20180309 13:00,0.0617929403034267
20180309 14:00,0.0562663809078571
20180309 15:00,0.0424794664824688
20180309 16:00,0.0630084343224268
20180309 17:00,0.0457306920812925
20180309 18:00,0.079608592209047
20180309 19:00,0.0134267313171321
20180309 20:00,0
20180309 21:00,0.0381957549953995
20180309 22:00,0.0916131805360222
20180309 23:00,0.14768575257375
20180310 00:00,0.153903974705116
20180310 01:00,0.211114675792344
20180310 02:00,0.222545552818246
20180310 03:00,0.228621016331914
20180310 04:00,0.217494146625654
20180310 05:00,0.25005112958027
20180310 06:00,0.292462682191086
20180310 07:00,0.361254104190976
20180310 08:00,0.416663989743796
20180310 09:00,0.621632903915639
20180310 10:00,0.487719334672419
20180310 11:00,0.501556181690148
20180310 12:00,0.501849460468889
20180310 13:00,0.463813179898977
20180310 14:00,0.511446017664781
20180310 15:00,0.53477104403197
20180310 16:00,0.464861192747491
20180310 17:00,0.532386819979222
20180310 18:00,0.666629524075659
20180310 19:00,0.649508809974435
20180310 20:00,0.513780896853319
20180310 21:00,0.493800983131507
20180310 22:00,0.464343696911981
20180310 23:00,0.443283176053625
20180311 00:00,0.412441098435834
20180311 01:00,0.433922480099653
20180311 02:00,0.42056111579717
20180311 03:00,0.334432448202704
20180311 04:00,0.473597461301181
20180311 05:00,0.405335056109009
20180311 06:00,0.429155516928631
20180311 07:00,0.432244123987175
20180311 08:00,0.44549580660211
20180311 09:00,0.410799528504497
20180311 10:00,0.305533688531085
20180311 11:00,0.25481878418779
20180311 12:00,0.209180134432813
20180311 13:00,0.17534404956217
20180311 14:00,0.110756659024247
20180311 15:00,0.0980440403549494
20180311 16:00,0.237013722233569
20180311 17:00,0.454868451571286
20180311 18:00,0.54223938320834
20180311 19:00,0.61167050471235
20180311 20:00,0.55663345024925
20180311 21:00,0.562176929657482
20180311 22:00,0.565605946172837
20180311 23:00,0.612373814518349
20180312 00:00,0.568684925397292
20180312 01:00,0.521927565122609
20180312 02:00,0.390064589322548
20180312 03:00,0.281297384286517
20180312 04:00,0.190208237968974
20180312 05:00,0.084040337205721
20180312 06:00,0.018925236267627
20180312 07:00,0.0169349102845544
20180312 08:00,0.0357806053928797
20180312 09:00,0.069786042595374
20180312 10:00,0.0627469023871025
20180312 11:00,0.0295124705849842
20180312 12:00,0.0558816128266625
20180312 13:00,0.0741490151375328
20180312 14:00,0.0294102731701397
20180312 15:00,0.0384721333523811
20180312 16:00,0.0341647948580492
20180312 17:00,0.0235795150634459
20180312 18:00,0.0383930940560404
20180312 19:00,0.0490661140383252
20180312 20:00,0.0527780578382177
20180312 21:00,0.080752670676162
20180312 22:00,0.13388643668172
20180312 23:00,0.15053601785587
20180313 00:00,0.167996150727077
20180313 01:00,0.257986139793473
20180313 02:00,0.287450916667353
20180313 03:00,0.29011138650236
20180313 04:00,0.27831481701753
20180313 05:00,0.259603872645385
20180313 06:00,0.275012423447549
20180313 07:00,0.293181053747758
20180313 08:00,0.286538234230164
20180313 09:00,0.285638466441071
20180313 10:00,0.295795876584179
20180313 11:00,0.305066817853855
20180313 12:00,0.303790562632656
20180313 13:00,0.32157189386919
20180313 14:00,0.3078408738304
20180313 15:00,0.281188028143532
20180313 16:00,0.219843402611786
20180313 17:00,0.175673531487205
20180313 18:00,0.15607456193274
20180313 19:00,0.1453557394575
20180313 20:00,0.18532891089103
20180313 21:00,0.184228396947709
20180313 22:00,0.180591683022605
20180313 23:00,0.159648158563634
20180314 00:00,0.129818438065385
20180314 01:00,0.08145188164913
20180314 02:00,0.0609858284381701
20180314 03:00,0.0411065085329127
20180314 04:00,0.0751170642771237
20180314 05:00,0.0788195199896892
20180314 06:00,0.0529655224487304
20180314 07:00,0.0453454138108044
20180314 08:00,0.0242190731386702
20180314 09:00,0.0292860198949793
20180314 10:00,0.0432637440145331
20180314 11:00,0.00814505653277253
20180314 12:00,0.0488721720972691
20180314 13:00,0.0639952362001778
20180314 14:00,0.0536993807547503
20180314 15:00,0.0512079550017858
20180314 16:00,0.064831752762632
20180314 17:00,0.0446217578640557
20180314 18:00,0.153605577367976
20180314 19:00,0.298346409320686
20180314 20:00,0.183671356557226
20180314 21:00,0.225457263906037
20180314 22:00,0.238967890036434
20180314 23:00,0.255709157482868
20180315 00:00,0.330416575663804
20180315 01:00,0.474880733385475
20180315 02:00,0.509094217080047
20180315 03:00,0.520059528391129
20180315 04:00,0.530416954219106
20180315 05:00,0.656443659345399
20180315 06:00,0.641598595139214
20180315 07:00,0.644366728127806
20180315 08:00,0.684117898334449
20180315 09:00,0.789405842014559
20180315 10:00,0.792783806943077
20180315 11:00,0.778727463627355
20180315 12:00,0.791006949126725
20180315 13:00,0.811501633413669
20180315 14:00,0.80391720922865
20180315 15:00,0.819713323739691
20180315 16:00,0.818421120477921
20180315 17:00,0.799106687293047
20180315 18:00,0.802241847376556
20180315 19:00,0.806774930585874
20180315 20:00,0.822233631525477
20180315 21:00,0.824726961497241
20180315 22:00,0.832352390461188
20180315 23:00,0.820486505702447
20180316 00:00,0.826258386764038
20180316 01:00,0.840109271385301
20180316 02:00,0.837973308732699
20180316 03:00,0.838691611817338
20180316 04:00,0.848734350811973
20180316 05:00,0.838749980573304
20180316 06:00,0.843058857366905
20180316 07:00,0.818685770864327
20180316 08:00,0.835349683107374
20180316 09:00,0.841131739966613
20180316 10:00,0.824341030223841
20180316 11:00,0.819317422954505
20180316 12:00,0.827625645263651
20180316 13:00,0.833427055907677
20180316 14:00,0.830854908336206
20180316 15:00,0.846000497136479
20180316 16:00,0.827094455806864
20180316 17:00,0.798990961055565
20180316 18:00,0.79232106012801
20180316 19:00,0.678809055686656
20180316 20:00,0.655395046657503
20180316 21:00,0.621245457001549
20180316 22:00,0.624130757485744
20180316 23:00,0.680434961681214
20180317 00:00,0.689303335592569
20180317 01:00,0.708563991255147
20180317 02:00,0.706980003284485
20180317 03:00,0.71144066003049
20180317 04:00,0.692489752706421
20180317 05:00,0.702297518184479
20180317 06:00,0.779502904823914
20180317 07:00,0.771869527331269
20180317 08:00,0.920869413268263
20180317 09:00,0.909750641358826
20180317 10:00,0.93182325124863
20180317 11:00,0.924576748638955
20180317 12:00,0.924221725300355
20180317 13:00,0.915736921423132
20180317 14:00,0.824705439307891
20180317 15:00,0.922433132181623
20180317 16:00,0.83125361279945
20180317 17:00,0.780594750176419
20180317 18:00,0.674820655990316
20180317 19:00,0.624495124514112
20180317 20:00,0.604074903657732
20180317 21:00,0.620040432441612
20180317 22:00,0.650294796011792
20180317 23:00,0.655696295541133
20180318 00:00,0.635180454257266
20180318 01:00,0.689057509574979
20180318 02:00,0.665489802971308
20180318 03:00,0.679898487238318
20180318 04:00,0.659849380487656
20180318 05:00,0.676733055598759
20180318 06:00,0.661516700250302
20180318 07:00,0.617727818488276
20180318 08:00,0.629347638046937
20180318 09:00,0.702955455179647
20180318 10:00,0.630017322069107
20180318 11:00,0.58435091343739
20180318 12:00,0.567977506635486
20180318 13:00,0.559602051709362
20180318 14:00,0.554807021827798
20180318 15:00,0.436763958041495
20180318 16:00,0.380747208832019
20180318 17:00,0.286022309359367
20180318 18:00,0.285976558630977
20180318 19:00,0.266642520835546
20180318 20:00,0.211841782193204
20180318 21:00,0.167405283534918
20180318 22:00,0.10304381922657
20180318 23:00,0.129095253772163
20180319 00:00,0.0697486397213182
20180319 01:00,0.0712185882316518
20180319 02:00,0.0519273869459411
20180319 03:00,0.0338417030701023
20180319 04:00,0.0131064784361285
20180319 05:00,0.0573568698654924
20180319 06:00,0.0396242792717012
20180319 07:00,0.0665107873903147
20180319 08:00,0.0747210792332904
20180319 09:00,0.0999132122382988
20180319 10:00,0.211496244152755
20180319 11:00,0.326327501131856
20180319 12:00,0.449799193335934
20180319 13:00,0.43452134604405
20180319 14:00,0.503390109319923
20180319 15:00,0.567335894155689
20180319 16:00,0.66770885356783
20180319 17:00,0.679940642256383
20180319 18:00,0.702018494303274
20180319 19:00,0.81133807022195
20180319 20:00,0.836110348320204
20180319 21:00,0.832839643219976
20180319 22:00,0.684868714542773
20180319 23:00,0.63460320806746
20180320 00:00,0.377837891497847
20180320 01:00,0.617078255829454
20180320 02:00,0.453662463065825
20180320 03:00,0.4610272087954
20180320 04:00,0.448579827005772
20180320 05:00,0.444276229287368
20180320 06:00,0.406346143633243
20180320 07:00,0.31647426252681
20180320 08:00,0.264302190936035
20180320 09:00,0.289662447647884
20180320 10:00,0.271578665424755
20180320 11:00,0.204276912975927
20180320 12:00,0.256665514700927
20180320 13:00,0.286861572533126
20180320 14:00,0.248089077898953
20180320 15:00,0.250523334553207
20180320 16:00,0.227331074368265
20180320 17:00,0.210055802078386
20180320 18:00,0.204753993643322
20180320 19:00,0.161503068270008
20180320 20:00,0.194281528723287
20180320 21:00,0.218074480319309
20180320 22:00,0.142232678692806
20180320 23:00,0.225541272534712
20180321 00:00,0.307147464609784
20180321 01:00,0.226838207849937
20180321 02:00,0.287142621648001
20180321 03:00,0.362900135745348
20180321 04:00,0.352929491037883
20180321 05:00,0.321064628429724
20180321 06:00,0.363821321497539
20180321 07:00,0.345723151987328
20180321 08:00,0.421411455129174
20180321 09:00,0.386897923722074
20180321 10:00,0.403032124517466
20180321 11:00,0.431485674688701
20180321 12:00,0.473044466453416
20180321 13:00,0.46856504105952
20180321 14:00,0.494759491476344
20180321 15:00,0.464480158831236
20180321 16:00,0.499149626041656
20180321 17:00,0.642116294955883
20180321 18:00,0.70313670232835
20180321 19:00,0.680837023063446
20180321 20:00,0.736292300200318
20180321 21:00,0.764154325005989
20180321 22:00,0.787610317264864
20180321 23:00,0.845398421104221
20180322 00:00,0.823015033867292
20180322 01:00,0.814692336204849
20180322 02:00,0.794974213629032
20180322 03:00,0.794040825801566
20180322 04:00,0.677097435560426
20180322 05:00,0.679317345611423
20180322 06:00,0.629299904342303
20180322 07:00,0.490287365440224
20180322 08:00,0.330599135789896
20180322 09:00,0.238809033267045
20180322 10:00,0.206144763105555
20180322 11:00,0.308960435030371
20180322 12:00,0.369026853439294
20180322 13:00,0.32408470547665
20180322 14:00,0.251831119689569
20180322 15:00,0.253476614390251
20180322 16:00,0.197174084165823
20180322 17:00,0.195981305187551
20180322 18:00,0.17080823789454
20180322 19:00,0.193139850237308
20180322 20:00,0.18267059597035
20180322 21:00,0.105889437170986
20180322 22:00,0.10345895313204
20180322 23:00,0.134599911615325
20180323 00:00,0.117369993923936
20180323 01:00,0.0467830840015821
20180323 02:00,0.0504466746970493
20180323 03:00,0.086727719247051
20180323 04:00,0.163526806772225
20180323 05:00,0.217557825113601
20180323 06:00,0.25393389064348
20180323 07:00,0.267698525028691
20180323 08:00,0.280214420872397
20180323 09:00,0.312842641857457
20180323 10:00,0.412303179826324
20180323 11:00,0.501804636501304
20180323 12:00,0.520472895834728
20180323 13:00,0.509917484282453
20180323 14:00,0.478096122208512
20180323 15:00,0.513069607231955
20180323 16:00,0.482441726377459
20180323 17:00,0.52033625154516
20180323 18:00,0.565275369165732
20180323 19:00,0.564332566795343
20180323 20:00,0.499400655562737
20180323 21:00,0.477923645224052
20180323 22:00,0.426925269435884
20180323 23:00,0.374670475081899
20180324 00:00,0.3360239614166
20180324 01:00,0.342548972273363
20180324 02:00,0.316552073095579
20180324 03:00,0.30454823802188
20180324 04:00,0.283435388759841
20180324 05:00,0.237689335813712
20180324 06:00,0.208353373111606
20180324 07:00,0.226251297924846
20180324 08:00,0.230592691642158
20180324 09:00,0.221729001353907
20180324 10:00,0.197449577192799
20180324 11:00,0.182806110099932
20180324 12:00,0.188435458459096
20180324 13:00,0.158493615006925
20180324 14:00,0.134778767825693
20180324 15:00,0.103633213074267
20180324 16:00,0.0878232972514041
20180324 17:00,0.0867375145028148
20180324 18:00,0.102557931091233
20180324 19:00,0.112228892062518
20180324 20:00,0.112581192020542
20180324 21:00,0.13053556470335
20180324 22:00,0.135397224103179
20180324 23:00,0.132180628123471
20180325 00:00,0.134431975688315
20180325 01:00,0.081675288573102
20180325 02:00,0.0760657358499585
20180325 03:00,0.0725886411622198
20180325 04:00,0.0615827627231411
20180325 05:00,0.0577495085675181
20180325 06:00,0.058666332065357
20180325 07:00,0.0454969917817464
20180325 08:00,0.0426306172343089
20180325 09:00,0.0602117315332861
20180325 10:00,0.0656885809117326
20180325 11:00,0.0765003128467185
20180325 12:00,0.0999830633936724
20180325 13:00,0.0721459174519338
20180325 14:00,0.053941668484903
20180325 15:00,0.0405520752129859
20180325 16:00,0.0859852333496604
20180325 17:00,0.0482004750639362
20180325 18:00,0.0991030232778626
20180325 19:00,0.166384021139798
20180325 20:00,0.13496423437283
20180325 21:00,0.1484279541718
20180325 22:00,0.134985412175169
20180325 23:00,0.128517422802815
20180326 00:00,0.163556079167811
20180326 01:00,0.155468574788066
20180326 02:00,0.118428863015864
20180326 03:00,0.0864978721566558
20180326 04:00,0.129846704152221
20180326 05:00,0.175328693789012
20180326 06:00,0.186247236344406
20180326 07:00,0.160517810270164
20180326 08:00,0.213215977978421
20180326 09:00,0.209848233928994
20180326 10:00,0.168573918168021
20180326 11:00,0.18009674198052
20180326 12:00,0.193696616443503
20180326 13:00,0.178618241509127
20180326 14:00,0.161414064600819
20180326 15:00,0.148430818383786
20180326 16:00,0.166324355871445
20180326 17:00,0.119355707573191
20180326 18:00,0.0923586446734034
20180326 19:00,0.0655649239914168
20180326 20:00,0.0550826550730505
20180326 21:00,0.0712137744848462
20180326 22:00,0.0801639033218819
20180326 23:00,0.0784038347992961
20180327 00:00,0.0988813727170394
20180327 01:00,0.0349045001661942
20180327 02:00,0.0410070080329338
20180327 03:00,0.0487456649822748
20180327 04:00,0.0210778556527557
20180327 05:00,0.0257851367511534
20180327 06:00,0.0546364702784671
20180327 07:00,0.0892307442218012
20180327 08:00,0.111848761981299
20180327 09:00,0.117579352205382
20180327 10:00,0.0828216153326764
20180327 11:00,0.103575184552198
20180327 12:00,0.137185731473778
20180327 13:00,0.0672721296331744
20180327 14:00,0.0269233112766045
20180327 15:00,0.0511083056499419
20180327 16:00,0.0348995746606099
20180327 17:00,0.095433705568034
20180327 18:00,0.31381019835797
20180327 19:00,0.328703290771585
20180327 20:00,0.357849840956504
20180327 21:00,0.369433524523088
20180327 22:00,0.366429228981246
20180327 23:00,0.348639714774208
20180328 00:00,0.393158186393606
20180328 01:00,0.488703085056016
20180328 02:00,0.49675679536412
20180328 03:00,0.510734328174379
20180328 04:00,0.674333855474515
20180328 05:00,0.693357221821088
20180328 06:00,0.680514461468959
20180328 07:00,0.695517925966242
20180328 08:00,0.783766983699983
20180328 09:00,0.776794870082035
20180328 10:00,0.778385512686043
20180328 11:00,0.78395133776155
20180328 12:00,0.797646778796561
20180328 13:00,0.818842739392508
20180328 14:00,0.824543553304096
20180328 15:00,0.854524242302133
20180328 16:00,0.816212500402983
20180328 17:00,0.803173089713567
20180328 18:00,0.716451812059062
20180328 19:00,0.725848638109852
20180328 20:00,0.724535377459147
20180328 21:00,0.712773495387068
20180328 22:00,0.703164503065295
20180328 23:00,0.690870419668726
20180329 00:00,0.663638096503888
20180329 01:00,0.45295176584392
20180329 02:00,0.38507591118423
20180329 03:00,0.412834259199939
20180329 04:00,0.378532070910438
20180329 05:00,0.331364031026879
20180329 06:00,0.31131451549777
20180329 07:00,0.262500922886545
20180329 08:00,0.388724019291316
20180329 09:00,0.600204593495845
20180329 10:00,0.438766458747409
20180329 11:00,0.432770660938473
20180329 12:00,0.332845254285814
20180329 13:00,0.257377237846185
20180329 14:00,0.250436874423201
20180329 15:00,0.24639789238509
20180329 16:00,0.257608248602366
20180329 17:00,0.265289293078183
20180329 18:00,0.2863290820396
20180329 19:00,0.262969587960242
20180329 20:00,0.233088350499457
20180329 21:00,0.15577658835636
20180329 22:00,0.0809601422506602
20180329 23:00,0.175321270785204
20180330 00:00,0.18451277526897
20180330 01:00,0.105857175952365
20180330 02:00,0.194549864172245
20180330 03:00,0.139226207215756
20180330 04:00,0.122756160284495
20180330 05:00,0.147758337480581
20180330 06:00,0.117105870933215
20180330 07:00,0.168393708904631
20180330 08:00,0.233243545618989
20180330 09:00,0.187694696692147
20180330 10:00,0.213464711734928
20180330 11:00,0.234259612859005
20180330 12:00,0.273069840683831
20180330 13:00,0.232139766699248
20180330 14:00,0.21799962187751
20180330 15:00,0.255951353152653
20180330 16:00,0.289896036662838
20180330 17:00,0.270830248027692
20180330 18:00,0.37043042971652
20180330 19:00,0.306397391062773
20180330 20:00,0.350151755350481
20180330 21:00,0.416269526974843
20180330 22:00,0.450803524279024
20180330 23:00,0.446165389631545
20180331 00:00,0.458957073260847
20180331 01:00,0.536960352190362
20180331 02:00,0.553579287352562
20180331 03:00,0.503949964696261
20180331 04:00,0.526974126956872
20180331 05:00,0.672763354712571
20180331 06:00,0.647104274617902
20180331 07:00,0.647067616396782
20180331 08:00,0.585046740035664
20180331 09:00,0.604950022783214
20180331 10:00,0.584924201678092
20180331 11:00,0.431608064841185
20180331 12:00,0.352185031066426
20180331 13:00,0.246577971514597
20180331 14:00,0.250781501470783
20180331 15:00,0.207828748902102
20180331 16:00,0.200645557352515
20180331 17:00,0.214735480017594
20180331 18:00,0.158506667203084
20180331 19:00,0.199801724554589
20180331 20:00,0.179547120800066
20180331 21:00,0.130620858561599
20180331 22:00,0.0970384730033231
20180331 23:00,0.115041068524988
20180401 00:00,0.115179405564589
